index,Unnamed: 0,Ag,Al,Au,Cu,Pt,Test temperature,Density Avg,MW Avg,Tm Avg,VEC Avg,Pugh_Ratio_PRIOR,V_avgr,B_avgr,G_avgr PS,E_avgr PS,G_avgr,C11,C12,C44,Cauchy Pres Avg,Zener Ratio,Universal Anisotropy,Bulk Modulus Avg,Shear Modulus Avg,Pauling Electronegativity Avg,R,Sconf,Tau_y 0,delta Eb,Tau_y 25C,YS 25-273C PRIOR,HV 25-273C PRIOR,YS 25C PRIOR,HV 25C PRIOR,YS T C PRIOR,HV T C PRIOR,Tau_y 25-273C,YS T-273C PRIOR,HV T-273C PRIOR
5117,5117,0.2,0.5,0.1,0.0,0.2,21,9.668000000000001,93.7781,1255.386,6.800000000000001,3.5426356589147288,0.371,134.7,38.02253829321663,104.25779999999999,35.3,124.24000000000001,125.58000000000001,40.72,84.86000000000001,-60.77611940298492,,129.20000000000002,38.8,1.9010000000000002,133.94,1.2206072645530175,,,,,,,,,,,,
5118,5118,0.2,0.5,0.15,0.0,0.15,21,9.560500000000001,93.87223,1220.186,6.85,3.619235836627139,0.37349999999999994,128.25,35.43565708045142,97.34175000000005,33.25,118.685,120.97999999999999,40.120000000000005,80.85999999999999,-34.96296296296316,,122.76499999999999,36.75,1.9140000000000001,128.19,1.237597168232557,,,,,,,,,,,,
5119,5119,0.2,0.5,0.2,0.0,0.1,21,9.453000000000001,93.96636000000001,1184.986,6.9,3.6989247311827955,0.376,121.80000000000001,32.92848837209303,90.6192,31.200000000000003,113.13,116.38000000000002,39.519999999999996,76.86000000000003,-24.319999999999784,,116.33000000000001,34.7,1.927,122.44,1.2206072645530175,,,,,,,,,,,,
5120,5120,0.2,0.5,0.25,0.0,0.05,21,9.345500000000001,94.06049,1149.786,6.95,3.7818930041152248,0.37849999999999995,115.35,30.500598476605017,84.09015000000002,29.15,107.57500000000002,111.78,38.92,72.86,-18.511296076099953,,109.89500000000001,32.65,1.94,116.69,1.164821376724465,,,,,,,,,,,,
5121,5121,0.2,0.55,0.05,0.0,0.2,21,8.838000000000001,85.27887000000001,1235.1860000000001,6.4,3.4119850187265923,0.36650000000000005,130.15,38.144950603732156,104.25014999999998,35.25,116.53,121.39000000000001,40.27,81.12,-16.572016460905303,,124.17,39.1,1.8545000000000003,137.35,1.122372129066931,,,,,,,,,,,,
5122,5122,0.2,0.55,0.1,0.0,0.15,21,8.7305,85.37299999999999,1199.986,6.45,3.4834605597964376,0.369,123.7,35.51066471877283,97.22820000000002,33.2,110.97500000000001,116.79,39.67,77.12,-13.644024075666385,,117.73500000000001,37.05,1.8675000000000002,131.6,1.165524439934698,,,,,,,,,,,,
5123,5123,0.2,0.55,0.15,0.0,0.1,21,8.623000000000001,85.46713,1164.786,6.5,3.557717250324254,0.3715,117.25,32.95652570178637,90.39975,31.150000000000002,105.42,112.19,39.07,73.12,-11.542097488921721,,111.30000000000001,35.0,1.8805,125.85000000000001,1.165524439934698,,,,,,,,,,,,
5124,5124,0.2,0.55,0.2,0.0,0.05,21,8.515500000000001,85.56126,1129.5860000000002,6.550000000000001,3.6349206349206353,0.374,110.80000000000001,30.482096069868994,83.76480000000001,29.1,99.86500000000001,107.59,38.47,69.12,-9.959870550161819,,104.86500000000001,32.95,1.8935000000000002,120.10000000000001,1.122372129066931,,,,,,,,,,,,
5125,5125,0.2,0.6,0.05,0.0,0.15,21,7.9005,76.87377000000001,1179.786,6.05,3.356703567035671,0.36450000000000005,119.15,35.49613411506046,96.86894999999998,33.15,103.26500000000001,112.6,39.22,73.38,-8.402785216925567,,112.705,37.35,1.8209999999999997,135.01,1.0627375681569962,,,,,,,,,,,,
5126,5126,0.2,0.6,0.1,0.0,0.1,21,7.793000000000001,76.9679,1144.586,6.1,3.4260651629072676,0.367,112.7,32.89487929773227,89.93460000000002,31.099999999999998,97.71000000000001,108.00000000000001,38.620000000000005,69.38000000000001,-7.506316812439258,,106.27000000000001,35.3,1.834,129.26,1.0888999753452235,,,,,,,,,,,,
5127,5127,0.2,0.6,0.15,0.0,0.05,21,7.685500000000001,77.06203000000001,1109.386,6.15,3.4980842911877374,0.36949999999999994,106.25,30.37376779846661,83.19375000000004,29.05,92.155,103.4,38.019999999999996,65.38000000000001,-6.762116496220539,,99.83500000000001,33.25,1.847,123.50999999999999,1.0627375681569962,,,,,,,,,,,,
5128,5128,0.2,0.65,0.05,0.0,0.1,21,6.963000000000001,68.46867,1124.386,5.7,3.303030303030301,0.36249999999999993,108.15,32.74266055045874,89.22375000000005,31.050000000000004,90.0,103.81,38.17,65.64,-5.527878349022447,,101.24000000000001,35.6,1.7875,132.67,0.9819416009240194,,,,,,,,,,,,
5129,5129,0.2,0.65,0.1,0.0,0.05,21,6.855500000000001,68.5628,1089.1860000000001,5.75,3.37037037037037,0.365,101.7,30.17472527472528,82.37700000000001,29.0,84.44500000000001,99.21000000000001,37.57,61.64000000000001,-5.089061970877074,,94.805,33.55,1.8005000000000004,126.92,0.9819416009240194,,,,,,,,,,,,
5130,5130,0.2,0.7,0.05,0.0,0.05,21,6.025500000000001,60.06357,1068.9859999999999,5.35,3.2508960573476684,0.36049999999999993,97.15,29.88406835722163,81.31455000000005,28.949999999999996,76.735,95.02000000000001,37.12,57.90000000000001,-4.060158599945308,,89.775,33.849999999999994,1.754,130.32999999999998,0.8711332705993319,,,,,,,,,,,,
5131,5131,0.25,0.05,0.05,0.0,0.65,21,17.665,164.96908000000002,1748.8825,9.95,4.033478893740902,0.3855,230.55,57.15909418982318,158.38785000000001,54.35,240.18,201.21,50.375,150.835,2.5853220425968693,1.1665452600492456,229.25,54.7,2.172,155.46,0.926155713095467,1.0831532440425353,1.3988150946987792,0.598650341601354,3051.231625731841,1083.3837949623253,1782.8225975009295,695.37246788037,1795.951024804062,699.3885055992847,1.02651315417086,3079.5394625125805,1092.043273940832
5132,5132,0.25,0.05,0.1,0.0,0.6,21,17.557499999999997,165.06321,1713.6825,10.0,4.1309523809523805,0.388,224.10000000000002,54.24899135446687,150.5952,52.3,234.62499999999997,196.61,49.775,146.835,2.618703143495991,1.200685861597499,222.815,52.64999999999999,2.185,149.71,1.033114087516671,1.2918514226910542,1.5824455507258957,0.7603921500731919,3663.5340043376586,1270.6895088215535,2266.2657255973395,843.2596285094338,2281.1764502195756,847.8208780114944,1.231299619673822,3693.898859021466,1279.9782376939324
